"","","original.lm","incognito.lm","beta.lm","tclose.lm"
"897",55,86.0681887414262,38.7937292539931,204.004729456977,205.494053746558
"973",55,89.8185836276518,66.7624558195012,86.443876681985,85.7271765970049
"980",55,51.7742586759473,121.797529903587,80.3609406020208,89.6163096799323
"991",55,108.412670994634,51.7372457784371,147.211665465648,147.092714578081
"1003",55,74.944744869085,12.2775104434673,114.864316254205,121.723119301035
"1082",55,86.582553792597,141.91523675475,89.5520064946604,90.26329545336
"1098",55,72.6389311684623,86.2641145584858,96.9099817693969,102.551905040688
"1210",55,127.84735323848,124.164502959424,126.775160015511,124.287891094879
"1324",55,75.1429292315217,13.7229479685525,111.200427914682,116.978634829797
"1349",55,49.1973910224738,39.8953131725669,110.810869181037,116.763627543207
"1391",55,82.7929172256341,108.145918080897,-25.4400133420311,-20.7238183595788
"1540",55,82.6377352894245,141.708129584645,140.164900845695,143.9635681615
"2299",55,106.794763023921,104.877059624341,181.551671796735,181.927359451318
"2468",55,78.4150520596982,78.4491761291099,18.2071830780767,22.0748645095073
"2660",55,59.0080777853543,-22.5549834785234,85.1376408129657,93.4497686990573
"2712",55,107.264350636991,136.574329099537,150.530192021537,149.148781836808
"2761",55,72.2569084878266,5.26301601326571,129.204231463168,136.562856961655
"136",56,76.313658388862,40.3305695925753,110.500133487439,111.853588029133
"240",56,100.574868148028,89.8208686769324,43.1332467959595,46.052547034961
"815",56,118.382581289137,185.42316206761,150.627812361758,155.366860486826
"1250",56,71.4592320427353,4.48083077630304,129.810753871424,135.85647376617
"1565",56,94.7116347007201,111.315578513856,100.664507657927,99.2721584650961
"2413",56,129.841330198322,178.118053275503,183.263840035214,191.983924479439
"540",57,110.203314083979,55.5565240482062,44.2814849039473,50.8780254837895
"1031",57,121.199389639733,85.3049561441426,150.962713555529,151.622494912183
"1595",57,83.6619388876465,113.352294252521,164.780764499225,170.68499386238
"2074",57,86.7461439937788,123.257663732893,143.11307261122,146.356287259284
"2251",57,76.8803100738257,77.6462122800694,225.50131909626,230.601241311104
"2675",57,74.2486301028836,9.71826153735961,120.663409967614,128.486654410149
"2730",57,61.9095788115159,60.5454492991522,101.410165733669,109.61515399603
"2875",57,92.3381606325806,56.827404545592,165.861916986118,164.306558844966
"2964",57,75.255032197535,91.5859499851724,136.620296739196,140.51383948279
"1920",58,93.837845204157,82.5364691226288,26.911485756666,28.9724129276212
"2495",58,96.5972970298897,124.943324588542,227.761208936081,227.782350200872
"144",59,64.9807498412703,132.67222208867,91.6214554643348,95.7323269677558
"150",59,69.5379229353249,26.9921180540913,38.6758729766868,42.4928414741419
"365",59,89.8338923419679,98.4004010344748,127.209132701966,126.93258314846
"435",59,71.2610476802981,3.03539325121878,133.474642210944,140.600958237408
"685",59,81.4283814051427,106.397124082539,107.333943913012,111.540747357035
"710",59,91.5542107063914,72.6038146084583,146.025902642087,146.890473740226
"936",59,82.5976270264718,105.891010285053,76.2771224031591,76.9036371256829
"1091",59,89.8414516830916,181.499268884904,27.3119347041234,35.382153640306
"1237",59,147.879566518338,245.770489946223,164.840061290153,159.944041246838
"1544",59,82.9608851261015,115.79261020979,156.530827262805,157.764207891058
"1782",59,81.1052315684658,132.312643457394,90.9680174959021,97.7401076274771
"2089",59,70.8723260792724,80.5940541575746,62.9764690036764,73.2722425142536
"2093",59,83.7034144141207,8.51304734283826,212.63932297152,219.401686294213
"2610",59,90.9547186237367,73.2670668965817,142.968536710821,141.439606073503
"2778",59,68.5837525861627,75.6609645067821,168.041854939266,171.505982246422
"2861",59,111.194235896164,62.7837116736311,25.9620432063412,27.1556031276006
"2977",59,96.058900352895,59.6935557007789,119.575049617037,125.061479053011
"1075",60,108.389267199284,77.3211390092312,132.374422014171,136.017508681884
"1446",60,84.3338889264024,109.725813406485,118.251470479817,120.256380539189
"1609",60,73.7506996991194,8.60445015633616,122.798615341502,130.505705048026
"2095",60,83.4415753223532,195.826115356624,31.3759014685188,38.3402032606659
"2715",60,65.854225746538,17.7500008618428,57.2861989334265,61.3706804105148
"235",61,102.702194776494,62.945983790091,242.706517706675,247.238986950211
"253",61,70.5666866776612,58.558049867669,193.992601145829,199.823802684608
"763",61,109.10954669293,86.0661176674828,167.305528606759,172.919051786846
"960",61,88.6527934656556,35.1552693320995,101.19320205906,110.536544478105
"1057",61,93.4718647184318,19.1323746184924,113.214579276634,114.781262700351
"1093",61,65.9457312977513,123.036757732399,143.850823600598,151.980905338811
"1631",61,74.6216828151321,35.5436979244206,120.569637948624,122.655224414001
"1900",61,65.1456086465707,-14.6073316360973,98.3020359209933,105.079035139674
"2277",61,122.957108545962,81.4512418882115,188.536528333707,188.893135398288
"2367",61,80.7167863564752,29.1973743540427,78.8567091572346,82.5546750373197
"2792",61,83.0506813327331,47.6149691468789,126.721894526732,128.933722136473
"2844",61,93.5021930337142,78.6539049056531,45.7623026137122,52.1165928181083
"250",62,72.5130030241441,3.87690274840156,61.0813840075121,67.3233572669287
"1625",62,82.8758129829213,23.234970284903,123.151778206199,130.020667661384
"1666",62,73.1279753892653,77.8541512826669,98.415078407966,108.523832362481
"1676",62,109.739157194537,65.4963295147411,87.9701587994649,85.4933674888817
"1752",62,73.3830317752168,3.44895521914171,205.44625267225,208.434191717055
"1770",62,104.654082775328,164.599596855459,122.843550678864,122.337560465326
"2179",62,95.9597848800933,198.332523501459,160.537788399742,163.787047752063
"308",63,141.317684316015,130.493378639407,159.943857666138,158.998955939912
"784",63,86.9995304015917,36.4224496481253,166.865205991704,173.618793310624
"808",63,74.1625487064598,86.1358260288943,149.747167131647,156.76634353438
"849",63,55.3847369765373,102.233252670811,85.4443177414338,94.0280794155933
"855",63,140.457979348632,146.591702755156,112.181885262988,109.669499243102
"1522",63,88.4422976307567,91.2753475547332,121.199642245341,122.649099636974
"1546",63,105.171702164235,131.889591577065,136.270764328495,131.944512354
"2046",63,88.3917599339941,41.5409474603416,155.267018564884,160.091723092395
"2163",63,96.1403174007051,121.291042913488,29.0078944134533,27.3321759507812
"2186",63,89.0263094309448,15.9715944442219,89.980679707419,92.3503598748665
"2807",63,69.6811750725816,76.1115235996831,168.964015496644,174.937799275268
"2924",63,113.10223853546,234.866538319476,121.220464625005,113.743120669126
"108",64,117.529860765552,166.592159960187,167.003913348056,171.282078724073
"695",64,61.8706947336995,11.4888417075575,52.2965938130028,62.7903406710026
"937",64,80.1721361447357,76.6020175407031,73.3886757396988,77.1560587253259
"1043",64,95.7942117258634,35.1190811168433,49.7026618626719,49.143814335398
"2091",64,70.6063535522677,91.9792971491947,103.001254559672,103.143100048108
"28",65,83.7842119365948,164.779353350426,76.6631580009203,80.4406983042357
"145",65,81.2660153890972,111.815208812394,68.5470843183228,75.682873261901
"193",65,72.9019992719002,59.3337286829109,84.1451901250611,84.8867800925203
"255",65,109.325636044875,138.875816336478,-5.65053683035861,-7.68987271863462
"294",65,106.592923566114,72.4714693870794,61.2693558760656,61.1990005906522
"298",65,102.991404357233,156.596462390476,15.2054834837432,14.9374087426747
"461",65,106.157021684641,54.4771486533448,111.773056061359,111.841124729854
"467",65,73.6403504966705,-11.1766463377249,152.097611738465,159.429809733118
"479",65,74.0918663786174,99.775976816359,88.0548169424525,89.0097455829729
"484",65,94.3821352414358,170.153868444359,2.55282996792501,2.41629007176651
"595",65,60.5984916801937,-15.9910481412219,69.8755650466255,75.1782140095911
"652",65,76.9504632305974,64.2595213684398,110.24329614523,119.884460747671
"675",65,68.4275501579541,134.414849771654,21.0725183756573,29.318360054969
"715",65,85.7459054869642,94.7257758200958,18.9737088707178,27.9993540903245
"809",65,133.467569996948,226.14251728562,72.2079908432102,65.3268590844228
"924",65,87.1889272404704,16.3097270100025,197.692885354301,205.268331829078
"971",65,54.7712481474273,55.3697395580562,78.4671504235888,82.3396677507292
"1208",65,72.4550928502638,6.70845353834997,125.540343123647,131.818372490417
"1261",65,115.378397477528,207.352212484535,73.4430700751041,67.1869453995268
"1320",65,58.260304215834,28.4037870464307,69.2844647851212,73.1113157778653
"1321",65,118.234659976732,100.696637796051,167.658691471456,172.434014400205
"1352",65,110.841876686577,89.2661619514102,149.37493655707,146.289496348085
"1399",65,73.1858017777201,29.3707129914009,62.5162949541567,64.2173611041412
"1499",65,67.9798828042224,50.0199516441556,36.5747145197234,43.6600801349867
"1548",65,82.1244961713441,108.956372988648,101.534850199603,104.777212247921
"1599",65,90.9394252052756,134.291384808962,39.1865930403805,41.1919609045864
"1644",65,85.4235660369274,113.33607573962,29.1426007932265,25.8536503160992
"1814",65,71.0076612724852,89.8706073359861,109.72250883046,113.338452186068
"1928",65,70.1557920352612,8.39386929245606,20.4502032980682,24.6018491141018
"1988",65,60.1005612764295,-17.1048595222454,72.0107704205139,77.1972646474675
"2098",65,61.3961681252851,-15.2088629042601,69.2690426383691,75.884597205076
"2100",65,74.9590009664153,100.157499557858,134.366438201523,137.237609019075
"2432",65,82.4657177391454,3.78549993490458,150.92209163753,156.219338513116
"2438",65,69.5254206015586,-2.80596553773927,73.8926162508428,79.4376610941873
"2502",65,84.9641572815251,30.9127170032289,105.75449706597,109.730062334042
"2511",65,82.2245743142233,80.0655738979917,76.3708944221484,82.7350671218317
"2512",65,80.1327745562871,104.501127464554,110.075671695157,112.853414799427
"2554",65,128.167459250137,287.768895748323,164.294867791771,162.221706512219
"2559",65,69.353735319343,73.0734459298856,46.2595627027864,53.4748699435211
"2628",65,90.4413917229318,43.1646421944871,82.2672379531974,87.5205053174008
"2762",65,81.9889894099809,56.6772642028211,61.277737923612,70.1668016987312
"2845",65,106.016747496084,50.2001603383112,50.9779852847462,52.0905939776028
"2919",65,96.3142313855764,118.30384647812,179.1718567916,175.206545510022
"2955",65,119.771341760939,73.3229360769864,205.011648916558,205.751923696784
"2965",65,104.947307625898,154.18818565963,49.1154099224008,47.4635647575411
"40",66,62.2595879028756,-23.0672635913841,116.305839469478,124.663257271532
"49",66,63.5860741027792,-9.30817985508105,57.0643328032947,63.0639101823325
"83",66,141.713589787848,178.393364964517,163.734831319745,161.864741604526
"530",66,83.7776754499821,62.0373051713062,64.4230219292808,61.8835073805508
"562",66,82.4087619302051,33.9842460221982,68.787204696047,71.7530386524525
"1099",66,93.1255107224421,133.705240221206,222.265109801014,225.206002756751
"1325",66,81.5802061340657,21.3389736669178,125.893505988344,131.333335103776
"1354",66,81.2804600927382,21.6705998109795,124.36482302271,128.607901270415
"1613",66,64.7825654788336,131.226784563585,95.2853438038571,100.476811438994
"1684",66,79.2229951451825,25.8559402109723,85.2623252789,88.611826950949
"1772",66,82.0856998762522,57.2504335031506,74.4925263904684,72.6851437654179
"2202",66,114.562704189616,89.4829812126946,125.15931729952,121.777161398653
"2316",66,86.7342907387951,59.5064182330308,86.0403204584592,95.3231383575767
"2338",66,79.1805652537683,103.327991823309,183.997612864221,188.856449603268
"2998",66,54.7120260056858,74.0901105339096,106.080654906321,111.866820420904
"126",67,68.3198248912268,82.8561129057836,124.062424039423,128.178189846688
"289",67,132.615970579919,104.059095652743,144.303737890304,145.786688807398
"622",67,61.7064554537351,64.0995766374449,91.0250231233599,94.6753173868313
"766",67,119.7051351754,126.972633276012,168.487080009844,170.034401432902
"943",67,72.4656341373863,86.3485192241167,145.767640643004,147.883658838811
"1047",67,64.7492399216969,-17.4982066862668,105.629812600036,114.56800408215
"1242",67,128.83442652245,104.833965558264,156.996316969851,156.643812808818
"1374",67,95.5956671889656,168.695686100149,23.5398609959174,21.9335596387874
"1518",67,72.4765651524168,91.6821992883405,58.1231221747078,66.6940309455536
"1728",67,106.762677355132,107.149696900238,6.647945023705,10.9622443002577
"1917",67,85.0453808964904,96.9126319015301,187.674144774522,193.551946633843
"2298",67,70.0118004649567,87.6429845739392,113.992919578237,117.376553461821
"2556",67,100.940820774896,35.8395453338445,81.1864986683074,84.4955031322041
"2839",67,81.4129011226766,31.7566232601513,73.0576154438239,75.7911399282054
"88",68,85.7306845553731,60.4384987112197,0.279700962268606,1.52669238139335
"302",68,92.884874969543,49.5937104984472,74.9404700712105,72.3855754135825
"372",68,90.083735507724,46.3278191284972,145.197514103698,149.290086707528
"409",68,68.8909741831879,112.776318711832,98.2335155693816,102.869530536778
"928",68,73.9834782228114,30.1528982283627,61.9097725459002,64.9237442996261
"1725",68,104.047115136976,127.81586879447,191.123207083117,188.248578341609
"2586",68,76.4946025437857,120.695700883471,-16.1834752724813,-10.2958504346198
"2732",68,94.5035438723515,28.2235196354801,66.493420594646,70.1408028582256
"104",69,95.6267132816295,49.9391583956687,169.353574230289,175.152806561859
"167",69,84.7542227426842,55.7289652117339,11.400193713804,19.1319041286341
"247",69,79.2151594150237,123.431002370251,126.772658408142,128.018973326106
"445",69,110.626381525112,198.84570108815,145.910466730295,145.982366601566
"883",69,94.1520512449805,84.7224971045062,21.2412197762273,25.5806361520343
"1005",69,99.170327143164,142.267886612433,71.0739860695399,66.9476879408205
"1079",69,84.4355409595581,13.5333908182949,-8.09732158823812,-9.51539478330468
"1184",69,67.3161309250803,86.437525277875,16.2305564317007,19.6489990279814
"1415",69,62.3687129201882,9.95332119467844,72.2326365506457,75.5040348756499
"2217",69,91.4723099447563,20.4861642285368,9.65312241668921,10.2901731573965
"2221",69,65.7451007292254,-15.2705839242198,101.359401852259,110.529902806397
"2490",69,144.897021750499,222.053671290339,222.551590172973,220.145711184555
"2523",69,83.5721186104268,113.157818530561,98.478493065393,93.6803836198558
"2738",69,93.1819373603116,103.759954009749,127.44962360227,131.198924102574
"2779",69,107.743587051265,34.4833589640623,145.051578946965,149.647914110515
"2803",69,56.1824134216286,103.015437907774,84.8377953331774,94.7344626110782
"2950",69,74.4031629603111,10.1092119416423,47.3479912068039,51.7772364108238
"2",70,105.300971812628,101.535625481271,187.9572879184,187.984511364947
"30",70,85.4158311303547,35.5358716769977,84.897302568006,87.9385901392054
"70",70,75.6125168445924,45.420217443748,80.178948139487,84.200057215288
"171",70,120.363000684976,78.4687189230004,95.9667364923255,98.6354992690468
"320",70,89.4685745362921,150.375168710037,71.5482029461753,70.6790733215022
"379",70,97.2012867195413,116.884635418974,89.9884807884843,89.1769052757139
"616",70,67.0242180423712,80.9601162877984,126.804151821568,129.49085728908
"821",70,67.1608371355576,54.2769518906543,63.6530183379907,63.7685447094276
"835",70,65.390152642522,73.3416938296944,72.4146971666203,75.7974784504584
"920",70,81.3509756789648,138.650063846313,-16.2563189065075,-17.1414273480576
"1152",70,89.8235226229955,61.7628909561232,100.492907631814,105.411497677441
"1317",70,113.831532009119,111.829833034584,199.30211580166,201.732927392019
"1474",70,96.4282101870489,57.2081712695647,-26.5361747736732,-20.9755391175649
"1523",70,73.1124951067987,3.21365046027819,64.138749938778,72.7742249336514
"1535",70,97.491126294937,34.9063879216209,53.6821883513153,58.026499030967
"1537",70,102.032944091509,176.311711798514,38.2329390695771,36.2882599127658
"1563",70,82.4627550863001,51.6053458317008,18.4123322437258,24.4826728467785
"1626",70,102.788280999452,160.150589728769,4.82034087343454,-0.00242786652359683
"1648",70,141.558295998325,146.232791577296,211.157293226035,205.984287285972
"1936",70,73.1512076164647,9.26770244445862,119.741249410236,125.054837381303
"1972",70,94.7017282347886,29.6689571605644,62.8295322551255,65.3963183869878
"2025",70,148.05348307475,151.017266485713,161.391412183562,155.843972336462
"2196",70,115.270121175035,203.451918787507,165.480477959988,163.668784955812
"2378",70,82.113193952126,-2.45331568005599,55.4145958257242,56.1220535816479
"2425",70,122.829336691171,106.972337165009,92.5247142829368,92.1977850259914
"2454",70,113.413706685304,188.202329052174,74.0247113385635,71.0548123743521
"2460",70,65.0539687294672,161.478616513695,67.9277523681821,72.4427182957219
"2685",70,74.8431831901946,14.0545741126142,109.67174494905,114.253200996436
"2721",70,72.9093717490183,6.7677777985719,53.7536073284693,57.8343883244531
"2823",70,121.587371598683,233.429336522434,174.192772226846,179.16268210943
"2826",70,75.932772517995,20.3141683396526,-1.50837284907099,5.11772593082235
"2981",70,74.7528118772093,61.5185415594965,32.4169757363368,34.8706005184781
"473",71,83.6582837922766,82.3921415403431,40.8345602390355,45.2121505304764
"688",71,101.240566816223,35.5079191897837,82.7151816339395,87.2209369655654
"837",71,88.5776430842619,116.906513887859,42.6324407547955,57.626605709078
"1114",71,86.4814553667473,98.6831891489571,73.2406848568544,70.4386225416713
"1601",71,65.6840053235654,50.6424372516663,206.488195240039,207.799906287535
"1903",71,104.273113119036,98.9313081012184,39.3952200046786,35.7902423321636
"1967",71,151.839966127563,145.242831716813,162.747864053845,164.671169415478
"2171",71,90.1173753040389,39.0636343780951,234.566405705233,237.413925514518
"2344",71,99.6551203919713,115.590170069151,121.763201853252,119.684010652704
"2510",71,108.700403242554,185.74986963997,202.094607465215,202.130846024043
"2515",71,99.2323556654554,125.387377259723,119.442480880945,115.570761442146
"2658",71,68.6311214729205,-6.81065196893306,83.3555983037741,90.9456806745394
"2825",71,76.1387900390502,15.9505707305995,106.930017166906,112.940533554045
"2895",71,100.318012679616,59.4373589588585,85.363137397095,82.7021744118081
"296",72,77.2003941790779,9.53760756855968,150.302925658494,156.974709149263
"318",72,96.6875564895615,11.7565722506918,186.833525867356,186.597109839198
"386",72,52.3831578074965,48.023618983792,94.3357485981854,99.9048392447106
"524",72,91.4497548642262,75.1903485483646,42.7800839312626,46.5375844216025
"911",72,107.120778955985,58.0811725890763,149.228217675752,147.854585390119
"1019",72,102.217043924767,132.879715816623,8.57800123194613,10.573486600863
"1021",72,75.3411135939589,15.1683854936377,107.536539575162,112.23415035856
"1212",72,116.006232350877,176.105502102241,105.386710407677,103.397340042882
"1757",72,115.948131315692,91.5734535526404,188.719860951207,197.469104198785
"1833",72,68.809922136373,89.7789594209454,9.82494031003536,13.591847114352
"2034",72,83.0124320761078,-3.44819411224015,60.0006447226222,64.298355081732
"2062",72,63.9536520797739,161.837527691554,-31.047655594865,-23.8720697471482
"2241",72,68.3696399840738,137.246400561602,85.5314774917922,93.8133752784576
"2328",72,88.7265633896177,16.3032205882827,88.451996741787,89.6249260415051
"2330",72,78.2411310841093,71.1550828498039,93.452537413256,98.8874722248432
"2395",72,66.826033679934,79.5146787627132,130.468040161088,134.235341760318
"2570",72,81.965024318573,113.564987447743,160.801238010582,161.802309166811
"2602",72,86.3613258092711,31.0316499520673,108.20534058898,115.887313196249
"2632",72,62.2904672539232,-11.2041764730663,59.8060605854378,64.376577624724
"2659",72,73.881916543921,31.9299618975095,56.7172012407459,57.453825995027
"2907",72,81.0822757303015,20.2251622858943,128.028711362232,133.352385741652
"2943",72,69.546892903712,82.1677802122512,6.47539530190356,14.3133195493236
"215",73,142.173270934987,128.444013086421,94.8783761417488,95.2103239119083
"1460",73,82.8554749189967,91.011948852351,199.878854609598,206.372633656586
"1583",73,77.5310195714525,21.0690685428167,95.3318297400859,99.4134633358161
"1685",73,89.9360888420494,94.6167816978036,114.794026123676,116.591947723344
"44",74,77.9385939580869,162.309110498076,-47.0748324969741,-41.03042639748
"164",74,102.554278290623,151.841629948744,50.9349771471664,45.3444151710863
"201",74,61.3833933997827,87.3657641183973,96.7303448177814,95.6074224997967
"210",74,50.6110928570292,129.987556734774,31.7954608052777,38.1122157801148
"221",74,95.8674306140603,63.9254755418685,26.0089587665193,25.8542056633642
"225",74,72.1535030984639,114.948386769293,63.8284438691275,67.626136058519
"258",74,141.675340531223,127.330201705397,97.0135815156373,97.2293745497847
"261",74,89.966968193097,106.479868816121,58.2942472396352,56.3052680765362
"304",74,92.2120762159674,24.099900255447,73.5055591245678,75.49157157637
"334",74,99.8509616268988,70.1866346961538,30.998563886943,24.4345454028764
"366",74,105.262722556003,50.4724622221518,121.23603811429,123.349144310206
"387",74,73.3619780980936,86.163111062692,52.3004421342342,63.1769893248714
"483",74,74.754207630496,91.2816088749083,40.7022547074144,49.649919106643
"487",74,72.7283376471863,92.3928591171176,174.972865020977,170.976333527755
"529",74,94.4174624759277,104.641084127015,95.5771777586797,98.4204919824565
"574",74,154.479209436927,247.968430914733,218.319998958504,210.156615615951
"576",74,91.2777806776892,50.0008794156293,137.263215016399,140.507500960537
"697",74,79.0014947701199,47.3450640227778,96.160218278474,97.0138503685135
"759",74,123.887226020991,92.3194505743451,136.622798346565,136.782757251564
"778",74,90.2266059714718,70.3311233724675,-4.06484823726686,-8.02922912591911
"901",74,59.4931456808916,83.7827868190591,88.3924895069583,96.4207985133779
"913",74,117.850032653529,95.8342233547747,113.876768021821,112.388291404756
"953",74,89.4148449972006,24.6715046285296,-29.4493753271227,-29.7059011620691
"981",74,95.9586225739782,25.5109017943701,4.48530500152229,11.8030384969446
"1072",74,99.3333663085806,171.268756759418,113.682554407219,120.662689511311
"1108",74,77.8538092336689,130.175591676352,81.8710669509207,81.2593638975259
"1146",74,158.884298451184,186.993253582265,131.232533834785,127.847596655698
"1247",74,127.507610787513,154.401794694861,179.541150888779,175.070367065333
"1323",74,98.085679382248,39.2427004968755,42.690523332752,43.7930456172536
"1338",74,86.0036695940633,34.1948268860783,171.135616739481,177.656894586377
"1377",74,154.499547500852,180.191452347285,141.592922555104,133.804649620749
"1394",74,83.6452344200437,51.9512817221344,115.730229508167,114.70026872276
"1406",74,83.503579774056,110.573489219042,-16.3668078899812,-18.8718192351175
"1456",74,100.22532230971,128.424470292529,17.1188227275,18.6496891523688
"1457",74,75.7529626012993,92.6997613661958,134.485091365307,138.494788844914
"1461",74,84.6874548610868,140.682492424888,89.2363683455375,86.1250952290288
"1467",74,89.6357079795308,96.9549635093896,130.873021041486,131.677067619697
"1483",74,109.01972641571,85.8716419455231,101.003257172927,95.9144415443226
